PolygonID,PointOrder,Latitude,Longitude
1,1,52.2614861,105.7007932
1,2,52.2612103,105.7010721
1,3,52.2616568,105.7026814
1,4,52.2620376,105.7046126
1,5,52.2621164,105.705943
1,6,52.2620245,105.7084106
1,7,52.2617881,105.7096981
1,8,52.2622872,105.7090114
1,9,52.2624316,105.7078313
1,10,52.262957,105.7063292
1,11,52.2631802,105.7056426
1,12,52.262957,105.7039045
1,13,52.2629176,105.7010721
1,14,52.2620639,105.7010292
